Year,show,Ethnicity,actors,theater,type,nonprofit
2013-2014,Romeo And Juliet,Caucasian,12,Richard Rodgers Theatre,Play,0
2013-2014,Romeo And Juliet,African American,11,Richard Rodgers Theatre,Play,0
2013-2014,Romeo And Juliet,Latino,0,Richard Rodgers Theatre,Play,0
2013-2014,Romeo And Juliet,Asian American,0,Richard Rodgers Theatre,Play,0
2013-2014,Romeo And Juliet,Other,0,Richard Rodgers Theatre,Play,0
2013-2014,Twelfth Night / Richard The Third,Caucasian,17,Belasco Theatre (Lincoln Center),Play,0
2013-2014,Twelfth Night / Richard The Third,African American,1,Belasco Theatre (Lincoln Center),Play,0
2013-2014,Twelfth Night / Richard The Third,Latino,0,Belasco Theatre (Lincoln Center),Play,0
2013-2014,Twelfth Night / Richard The Third,Asian American,0,Belasco Theatre (Lincoln Center),Play,0
2013-2014,Twelfth Night / Richard The Third,Other,1,Belasco Theatre (Lincoln Center),Play,0
2013-2014,Bronx Bombers,Caucasian,10,Circle In The Square,Play,0
2013-2014,Bronx Bombers,African American,3,Circle In The Square,Play,0
2013-2014,Bronx Bombers,Latino,0,Circle In The Square,Play,0
2013-2014,Bronx Bombers,Asian American,0,Circle In The Square,Play,0
2013-2014,Bronx Bombers,Other,0,Circle In The Square,Play,0
2013-2014,Lady Day At Emerson's Bar And Grill ,Caucasian,0,Circle In The Square,Play,0
2013-2014,Lady Day At Emerson's Bar And Grill ,African American,2,Circle In The Square,Play,0
2013-2014,Lady Day At Emerson's Bar And Grill ,Latino,0,Circle In The Square,Play,0
2013-2014,Lady Day At Emerson's Bar And Grill ,Asian American,0,Circle In The Square,Play,0
2013-2014,Lady Day At Emerson's Bar And Grill ,Other,0,Circle In The Square,Play,0
2013-2014,A Raisin In The Sun,Caucasian,2,Ethel Barrymore Theatre,Play,0
2013-2014,A Raisin In The Sun,African American,15,Ethel Barrymore Theatre,Play,0
2013-2014,A Raisin In The Sun,Latino,0,Ethel Barrymore Theatre,Play,0
2013-2014,A Raisin In The Sun,Asian American,0,Ethel Barrymore Theatre,Play,0
2013-2014,A Raisin In The Sun,Other,0,Ethel Barrymore Theatre,Play,0
2013-2014,All The Way,Caucasian,16,Neil Simon Theatre,Play,0
2013-2014,All The Way,African American,8,Neil Simon Theatre,Play,0
2013-2014,All The Way,Latino,0,Neil Simon Theatre,Play,0
2013-2014,All The Way,Asian American,0,Neil Simon Theatre,Play,0
2013-2014,All The Way,Other,0,Neil Simon Theatre,Play,0
2013-2014,Of Mice and Men,Caucasian,12,Longacre Theatre,Play,0
2013-2014,Of Mice and Men,African American,2,Longacre Theatre,Play,0
2013-2014,Of Mice and Men,Latino,0,Longacre Theatre,Play,0
2013-2014,Of Mice and Men,Asian American,0,Longacre Theatre,Play,0
2013-2014,Of Mice and Men,Other,0,Longacre Theatre,Play,0
2013-2014,Betrayal,Caucasian,7,Ethel Barrymore Theatre,Play,0
2013-2014,Betrayal,African American,0,Ethel Barrymore Theatre,Play,0
2013-2014,Betrayal,Latino,0,Ethel Barrymore Theatre,Play,0
2013-2014,Betrayal,Asian American,0,Ethel Barrymore Theatre,Play,0
2013-2014,Betrayal,Other,0,Ethel Barrymore Theatre,Play,0
2013-2014,The glass Menagerie,Caucasian,7,Booth Theatre,Play,0
2013-2014,The glass Menagerie,African American,0,Booth Theatre,Play,0
2013-2014,The glass Menagerie,Latino,0,Booth Theatre,Play,0
2013-2014,The glass Menagerie,Asian American,0,Booth Theatre,Play,0
2013-2014,The glass Menagerie,Other,0,Booth Theatre,Play,0
2013-2014,No Man's Land/Waiting for Godot,Caucasian,8,Cort Theatre,Play,0
2013-2014,No Man's Land/Waiting for Godot,African American,0,Cort Theatre,Play,0
2013-2014,No Man's Land/Waiting for Godot,Latino,0,Cort Theatre,Play,0
2013-2014,No Man's Land/Waiting for Godot,Asian American,0,Cort Theatre,Play,0
2013-2014,No Man's Land/Waiting for Godot,Other,0,Cort Theatre,Play,0
2013-2014,Mothers and Sons,Caucasian,7,Golden Theatre,Play,0
2013-2014,Mothers and Sons,African American,0,Golden Theatre,Play,0
2013-2014,Mothers and Sons,Latino,0,Golden Theatre,Play,0
2013-2014,Mothers and Sons,Asian American,0,Golden Theatre,Play,0
2013-2014,Mothers and Sons,Other,0,Golden Theatre,Play,0
2013-2014,The Velocity of Autumn,Caucasian,4,Booth Theatre,Play,0
2013-2014,The Velocity of Autumn,African American,0,Booth Theatre,Play,0
2013-2014,The Velocity of Autumn,Latino,0,Booth Theatre,Play,0
2013-2014,The Velocity of Autumn,Asian American,0,Booth Theatre,Play,0
2013-2014,The Velocity of Autumn,Other,0,Booth Theatre,Play,0
2013-2014,The Cripple Of Inishmaan,Caucasian,13,Cort Theatre,Play,0
2013-2014,The Cripple Of Inishmaan,African American,0,Cort Theatre,Play,0
2013-2014,The Cripple Of Inishmaan,Latino,0,Cort Theatre,Play,0
2013-2014,The Cripple Of Inishmaan,Asian American,0,Cort Theatre,Play,0
2013-2014,The Cripple Of Inishmaan,Other,0,Cort Theatre,Play,0
2013-2014,The Winslow Boy,Caucasian,11,American Airlines Theatre,Play,1
2013-2014,The Winslow Boy,African American,0,American Airlines Theatre,Play,1
2013-2014,The Winslow Boy,Latino,0,American Airlines Theatre,Play,1
2013-2014,The Winslow Boy,Asian American,0,American Airlines Theatre,Play,1
2013-2014,The Winslow Boy,Other,0,American Airlines Theatre,Play,1
2013-2014,Act One ,Caucasian,17,The Vivian Beaumont,Play,1
2013-2014,Act One ,African American,2,The Vivian Beaumont,Play,1
2013-2014,Act One ,Latino,1,The Vivian Beaumont,Play,1
2013-2014,Act One ,Asian American,0,The Vivian Beaumont,Play,1
2013-2014,Act One ,Other,1,The Vivian Beaumont,Play,1
2013-2014,Outside Mullingar ,Caucasian,4,Samuel J. Friedman Theater,Play,1
2013-2014,Outside Mullingar ,African American,0,Samuel J. Friedman Theater,Play,1
2013-2014,Outside Mullingar ,Latino,0,Samuel J. Friedman Theater,Play,1
2013-2014,Outside Mullingar ,Asian American,0,Samuel J. Friedman Theater,Play,1
2013-2014,Outside Mullingar ,Other,0,Samuel J. Friedman Theater,Play,1
2013-2014,The Snow Geese,Caucasian,7,Samuel J. Friedman Theater,Play,1
2013-2014,The Snow Geese,African American,0,Samuel J. Friedman Theater,Play,1
2013-2014,The Snow Geese,Latino,0,Samuel J. Friedman Theater,Play,1
2013-2014,The Snow Geese,Asian American,0,Samuel J. Friedman Theater,Play,1
2013-2014,The Snow Geese,Other,0,Samuel J. Friedman Theater,Play,1
2013-2014,Machinal ,Caucasian,16,American Airlines Theatre,Play,1
2013-2014,Machinal ,African American,1,American Airlines Theatre,Play,1
2013-2014,Machinal ,Latino,1,American Airlines Theatre,Play,1
2013-2014,Machinal ,Asian American,0,American Airlines Theatre,Play,1
2013-2014,Machinal ,Other,0,American Airlines Theatre,Play,1
2013-2014,Casa Valentina,Caucasian,9,Samuel J. Friedman Theater,Play,1
2013-2014,Casa Valentina,African American,0,Samuel J. Friedman Theater,Play,1
2013-2014,Casa Valentina,Latino,0,Samuel J. Friedman Theater,Play,1
2013-2014,Casa Valentina,Asian American,0,Samuel J. Friedman Theater,Play,1
2013-2014,Casa Valentina,Other,0,Samuel J. Friedman Theater,Play,1
2013-2014,The Realistic Joneses,Caucasian,6,Lyceum Theatre (Lincoln Center),Play,0
2013-2014,The Realistic Joneses,African American,0,Lyceum Theatre (Lincoln Center),Play,0
2013-2014,The Realistic Joneses,Latino,0,Lyceum Theatre (Lincoln Center),Play,0
2013-2014,The Realistic Joneses,Asian American,0,Lyceum Theatre (Lincoln Center),Play,0
2013-2014,The Realistic Joneses,Other,0,Lyceum Theatre (Lincoln Center),Play,0
2013-2014,First Date,Caucasian,10,Longacre Theatre,Musical,0
2013-2014,First Date,African American,0,Longacre Theatre,Musical,0
2013-2014,First Date,Latino,1,Longacre Theatre,Musical,0
2013-2014,First Date,Asian American,0,Longacre Theatre,Musical,0
2013-2014,First Date,Other,0,Longacre Theatre,Musical,0
2013-2014,Soul Doctor ,Caucasian,19,Circle In The Square,Musical,0
2013-2014,Soul Doctor ,African American,4,Circle In The Square,Musical,0
2013-2014,Soul Doctor ,Latino,0,Circle In The Square,Musical,0
2013-2014,Soul Doctor ,Asian American,0,Circle In The Square,Musical,0
2013-2014,Soul Doctor ,Other,0,Circle In The Square,Musical,0
2013-2014,A Night With Janis Joplin,Caucasian,3,Lyceum Theatre (Lincoln Center),Musical,0
2013-2014,A Night With Janis Joplin,African American,5,Lyceum Theatre (Lincoln Center),Musical,0
2013-2014,A Night With Janis Joplin,Latino,0,Lyceum Theatre (Lincoln Center),Musical,0
2013-2014,A Night With Janis Joplin,Asian American,0,Lyceum Theatre (Lincoln Center),Musical,0
2013-2014,A Night With Janis Joplin,Other,0,Lyceum Theatre (Lincoln Center),Musical,0
2013-2014,Big Fish,Caucasian,23,Neil Simon Theatre,Musical,0
2013-2014,Big Fish,African American,3,Neil Simon Theatre,Musical,0
2013-2014,Big Fish,Latino,0,Neil Simon Theatre,Musical,0
2013-2014,Big Fish,Asian American,0,Neil Simon Theatre,Musical,0
2013-2014,Big Fish,Other,1,Neil Simon Theatre,Musical,0
2013-2014,After Midnight,Caucasian,0,Brooks Atkinson Theater,Musical,0
2013-2014,After Midnight,African American,29,Brooks Atkinson Theater,Musical,0
2013-2014,After Midnight,Latino,0,Brooks Atkinson Theater,Musical,0
2013-2014,After Midnight,Asian American,0,Brooks Atkinson Theater,Musical,0
2013-2014,After Midnight,Other,0,Brooks Atkinson Theater,Musical,0
2013-2014,Rocky,Caucasian,21,Winter Garden Theatre,Musical,0
2013-2014,Rocky,African American,9,Winter Garden Theatre,Musical,0
2013-2014,Rocky,Latino,1,Winter Garden Theatre,Musical,0
2013-2014,Rocky,Asian American,0,Winter Garden Theatre,Musical,0
2013-2014,Rocky,Other,0,Winter Garden Theatre,Musical,0
2013-2014,Aladdin,Caucasian,16,New Amsterdam Theatre,Musical,0
2013-2014,Aladdin,African American,10,New Amsterdam Theatre,Musical,0
2013-2014,Aladdin,Latino,2,New Amsterdam Theatre,Musical,0
2013-2014,Aladdin,Asian American,7,New Amsterdam Theatre,Musical,0
2013-2014,Aladdin,Other,0,New Amsterdam Theatre,Musical,0
2013-2014,Beautiful,Caucasian,10,Pantages Theatre,Musical,0
2013-2014,Beautiful,African American,8,Pantages Theatre,Musical,0
2013-2014,Beautiful,Latino,0,Pantages Theatre,Musical,0
2013-2014,Beautiful,Asian American,0,Pantages Theatre,Musical,0
2013-2014,Beautiful,Other,0,Pantages Theatre,Musical,0
2013-2014,If/Then,Caucasian,11,Richard Rodgers Theatre,Musical,0
2013-2014,If/Then,African American,5,Richard Rodgers Theatre,Musical,0
2013-2014,If/Then,Latino,1,Richard Rodgers Theatre,Musical,0
2013-2014,If/Then,Asian American,4,Richard Rodgers Theatre,Musical,0
2013-2014,If/Then,Other,0,Richard Rodgers Theatre,Musical,0
2013-2014,Bullets Over Broadway,Caucasian,32,St. James Theatre,Musical,0
2013-2014,Bullets Over Broadway,African American,1,St. James Theatre,Musical,0
2013-2014,Bullets Over Broadway,Latino,0,St. James Theatre,Musical,0
2013-2014,Bullets Over Broadway,Asian American,0,St. James Theatre,Musical,0
2013-2014,Bullets Over Broadway,Other,0,St. James Theatre,Musical,0
2013-2014,Violet,Caucasian,11,American Airlines Theatre,Musical,1
2013-2014,Violet,African American,5,American Airlines Theatre,Musical,1
2013-2014,Violet,Latino,0,American Airlines Theatre,Musical,1
2013-2014,Violet,Asian American,0,American Airlines Theatre,Musical,1
2013-2014,Violet,Other,0,American Airlines Theatre,Musical,1
2013-2014,Les Miserables,Caucasian,30,Imperial Theatre,Musical,0
2013-2014,Les Miserables,African American,5,Imperial Theatre,Musical,0
2013-2014,Les Miserables,Latino,0,Imperial Theatre,Musical,0
2013-2014,Les Miserables,Asian American,1,Imperial Theatre,Musical,0
2013-2014,Les Miserables,Other,2,Imperial Theatre,Musical,0
2013-2014,Hedwig And The Angry Inch,Caucasian,6,Belasco Theatre (Lincoln Center),Musical,0
2013-2014,Hedwig And The Angry Inch,African American,0,Belasco Theatre (Lincoln Center),Musical,0
2013-2014,Hedwig And The Angry Inch,Latino,0,Belasco Theatre (Lincoln Center),Musical,0
2013-2014,Hedwig And The Angry Inch,Asian American,0,Belasco Theatre (Lincoln Center),Musical,0
2013-2014,Hedwig And The Angry Inch,Other,0,Belasco Theatre (Lincoln Center),Musical,0
2013-2014,Cabaret,Caucasian,22,Studio 54,Musical,1
2013-2014,Cabaret,African American,0,Studio 54,Musical,1
2013-2014,Cabaret,Latino,0,Studio 54,Musical,1
2013-2014,Cabaret,Asian American,0,Studio 54,Musical,1
2013-2014,Cabaret,Other,0,Studio 54,Musical,1
2013-2014,A Gentleman's Guide To Love And Murder,Caucasian,13,Walter Kerr Theatre,Musical,0
2013-2014,A Gentleman's Guide To Love And Murder,African American,0,Walter Kerr Theatre,Musical,0
2013-2014,A Gentleman's Guide To Love And Murder,Latino,0,Walter Kerr Theatre,Musical,0
2013-2014,A Gentleman's Guide To Love And Murder,Asian American,0,Walter Kerr Theatre,Musical,0
2013-2014,A Gentleman's Guide To Love And Murder,Other,0,Walter Kerr Theatre,Musical,0
2013-2014,Bridges Of Madison County,Caucasian,18,Gerald Schoenfeld Theatre,Musical,0
2013-2014,Bridges Of Madison County,African American,0,Gerald Schoenfeld Theatre,Musical,0
2013-2014,Bridges Of Madison County,Latino,0,Gerald Schoenfeld Theatre,Musical,0
2013-2014,Bridges Of Madison County,Asian American,0,Gerald Schoenfeld Theatre,Musical,0
2013-2014,Bridges Of Madison County,Other,0,Gerald Schoenfeld Theatre,Musical,0
2011-2012,A Streetcar Named Desire,African American,11,,Play,0
2011-2012,A Streetcar Named Desire,Asian American,0,,Play,0
2011-2012,A Streetcar Named Desire,Caucasian,2,,Play,0
2011-2012,A Streetcar Named Desire,Latino,3,,Play,0
2011-2012,A Streetcar Named Desire,Other,0,,Play,0
2011-2012,An Evening with Patti Lupone and Mady Patinkin,African American,0,,Musical,0
2011-2012,An Evening with Patti Lupone and Mady Patinkin,Asian American,0,,Musical,0
2011-2012,An Evening with Patti Lupone and Mady Patinkin,Caucasian,2,,Musical,0
2011-2012,An Evening with Patti Lupone and Mady Patinkin,Latino,0,,Musical,0
2011-2012,An Evening with Patti Lupone and Mady Patinkin,Other,0,,Musical,0
2011-2012,Anything Goes,African American,2,,Musical,0
2011-2012,Anything Goes,Asian American,0,,Musical,0
2011-2012,Anything Goes,Caucasian,22,,Musical,0
2011-2012,Anything Goes,Latino,0,,Musical,0
2011-2012,Anything Goes,Other,0,,Musical,0
2011-2012,Bonnie and Clyde,African American,0,,Musical,0
2011-2012,Bonnie and Clyde,Asian American,0,,Musical,0
2011-2012,Bonnie and Clyde,Caucasian,25,,Musical,0
2011-2012,Bonnie and Clyde,Latino,0,,Musical,0
2011-2012,Bonnie and Clyde,Other,0,,Musical,0
2011-2012,Chinglish,African American,0,,Play,0
2011-2012,Chinglish,Asian American,7,,Play,0
2011-2012,Chinglish,Caucasian,3,,Play,0
2011-2012,Chinglish,Latino,0,,Play,0
2011-2012,Chinglish,Other,0,,Play,0
2011-2012,Clybourne Park,African American,4,,Play,0
2011-2012,Clybourne Park,Asian American,0,,Play,0
2011-2012,Clybourne Park,Caucasian,9,,Play,0
2011-2012,Clybourne Park,Latino,0,,Play,0
2011-2012,Clybourne Park,Other,0,,Play,0
2011-2012,Death of a Salesman,African American,0,,Play,0
2011-2012,Death of a Salesman,Asian American,0,,Play,0
2011-2012,Death of a Salesman,Caucasian,17,,Play,0
2011-2012,Death of a Salesman,Latino,0,,Play,0
2011-2012,Death of a Salesman,Other,0,,Play,0
2011-2012,Don't Dress for Dinner,African American,1,,Play,0
2011-2012,Don't Dress for Dinner,Asian American,0,,Play,0
2011-2012,Don't Dress for Dinner,Caucasian,8,,Play,0
2011-2012,Don't Dress for Dinner,Latino,0,,Play,0
2011-2012,Don't Dress for Dinner,Other,0,,Play,0
2011-2012,End of the Rainbow,African American,0,,Play,0
2011-2012,End of the Rainbow,Asian American,0,,Play,0
2011-2012,End of the Rainbow,Caucasian,7,,Play,0
2011-2012,End of the Rainbow,Latino,0,,Play,0
2011-2012,End of the Rainbow,Other,0,,Play,0
2011-2012,Evita,African American,2,,Musical,0
2011-2012,Evita,Asian American,0,,Musical,0
2011-2012,Evita,Caucasian,34,,Musical,0
2011-2012,Evita,Latino,3,,Musical,0
2011-2012,Evita,Other,0,,Musical,0
2011-2012,Follies,African American,4,,Musical,0
2011-2012,Follies,Asian American,0,,Musical,0
2011-2012,Follies,Caucasian,33,,Musical,0
2011-2012,Follies,Latino,1,,Musical,0
2011-2012,Follies,Other,0,,Musical,0
2011-2012,Ghost The Musical,African American,9,,Musical,0
2011-2012,Ghost The Musical,Asian American,0,,Musical,0
2011-2012,Ghost The Musical,Caucasian,14,,Musical,0
2011-2012,Ghost The Musical,Latino,3,,Musical,0
2011-2012,Ghost The Musical,Other,0,,Musical,0
2011-2012,Godspell,African American,6,,Musical,0
2011-2012,Godspell,Asian American,2,,Musical,0
2011-2012,Godspell,Caucasian,7,,Musical,0
2011-2012,Godspell,Latino,2,,Musical,0
2011-2012,Godspell,Other,0,,Musical,0
2011-2012,Gore Vidal's The Best Man,African American,1,,Play,0
2011-2012,Gore Vidal's The Best Man,Asian American,0,,Play,0
2011-2012,Gore Vidal's The Best Man,Caucasian,24,,Play,0
2011-2012,Gore Vidal's The Best Man,Latino,0,,Play,0
2011-2012,Gore Vidal's The Best Man,Other,0,,Play,0
2011-2012,Hair,African American,8,,Musical,0
2011-2012,Hair,Asian American,3,,Musical,0
2011-2012,Hair,Caucasian,15,,Musical,0
2011-2012,Hair,Latino,0,,Musical,0
2011-2012,Hair,Other,1,,Musical,0
2011-2012,Harvey,African American,0,,Play,0
2011-2012,Harvey,Asian American,0,,Play,0
2011-2012,Harvey,Caucasian,15,,Play,0
2011-2012,Harvey,Latino,0,,Play,0
2011-2012,Harvey,Other,0,,Play,0
2011-2012,How to Suceed in Business Without Really Trying,African American,0,,Musical,0
2011-2012,How to Suceed in Business Without Really Trying,Asian American,0,,Musical,0
2011-2012,How to Suceed in Business Without Really Trying,Caucasian,16,,Musical,0
2011-2012,How to Suceed in Business Without Really Trying,Latino,0,,Musical,0
2011-2012,How to Suceed in Business Without Really Trying,Other,0,,Musical,0
2011-2012,"Hugh Jackman, Back on Broadway",African American,4,,Musical,0
2011-2012,"Hugh Jackman, Back on Broadway",Asian American,0,,Musical,0
2011-2012,"Hugh Jackman, Back on Broadway",Caucasian,7,,Musical,0
2011-2012,"Hugh Jackman, Back on Broadway",Latino,0,,Musical,0
2011-2012,"Hugh Jackman, Back on Broadway",Other,0,,Musical,0
2011-2012,Jesus Christ Superstar,African American,6,,Musical,0
2011-2012,Jesus Christ Superstar,Asian American,3,,Musical,0
2011-2012,Jesus Christ Superstar,Caucasian,22,,Musical,0
2011-2012,Jesus Christ Superstar,Latino,0,,Musical,0
2011-2012,Jesus Christ Superstar,Other,0,,Musical,0
2011-2012,Leap of Faith,African American,16,,Musical,0
2011-2012,Leap of Faith,Asian American,1,,Musical,0
2011-2012,Leap of Faith,Caucasian,14,,Musical,0
2011-2012,Leap of Faith,Latino,2,,Musical,0
2011-2012,Leap of Faith,Other,0,,Musical,0
2011-2012,Lysistrata Jones,African American,4,,Musical,0
2011-2012,Lysistrata Jones,Asian American,2,,Musical,0
2011-2012,Lysistrata Jones,Caucasian,8,,Musical,0
2011-2012,Lysistrata Jones,Latino,3,,Musical,0
2011-2012,Lysistrata Jones,Other,0,,Musical,0
2011-2012,Magic/Bird,African American,4,,Play,0
2011-2012,Magic/Bird,Asian American,0,,Play,0
2011-2012,Magic/Bird,Caucasian,4,,Play,0
2011-2012,Magic/Bird,Latino,0,,Play,0
2011-2012,Magic/Bird,Other,0,,Play,0
2011-2012,Man and Boy,African American,0,,Play,0
2011-2012,Man and Boy,Asian American,0,,Play,0
2011-2012,Man and Boy,Caucasian,10,,Play,0
2011-2012,Man and Boy,Latino,0,,Play,0
2011-2012,Man and Boy,Other,0,,Play,0
2011-2012,Master Class,African American,0,,Play,0
2011-2012,Master Class,Asian American,0,,Play,0
2011-2012,Master Class,Caucasian,10,,Play,0
2011-2012,Master Class,Latino,0,,Play,0
2011-2012,Master Class,Other,0,,Play,0
2011-2012,Newsies The Musical,African American,2,,Musical,0
2011-2012,Newsies The Musical,Asian American,2,,Musical,0
2011-2012,Newsies The Musical,Caucasian,29,,Musical,0
2011-2012,Newsies The Musical,Latino,0,,Musical,0
2011-2012,Newsies The Musical,Other,0,,Musical,0
2011-2012,Nice Work If You Can Get It,African American,5,,Musical,0
2011-2012,Nice Work If You Can Get It,Asian American,0,,Musical,0
2011-2012,Nice Work If You Can Get It,Caucasian,26,,Musical,0
2011-2012,Nice Work If You Can Get It,Latino,0,,Musical,0
2011-2012,Nice Work If You Can Get It,Other,0,,Musical,0
2011-2012,On a Clear Day You Can See Forever,African American,1,,Musical,0
2011-2012,On a Clear Day You Can See Forever,Asian American,0,,Musical,0
2011-2012,On a Clear Day You Can See Forever,Caucasian,20,,Musical,0
2011-2012,On a Clear Day You Can See Forever,Latino,0,,Musical,0
2011-2012,On a Clear Day You Can See Forever,Other,0,,Musical,0
2011-2012,Once,African American,0,,Musical,0
2011-2012,Once,Asian American,0,,Musical,0
2011-2012,Once,Caucasian,20,,Musical,0
2011-2012,Once,Latino,0,,Musical,0
2011-2012,Once,Other,0,,Musical,0
2011-2012,"One Man, Two Guvnors",African American,2,,Play,0
2011-2012,"One Man, Two Guvnors",Asian American,0,,Play,0
2011-2012,"One Man, Two Guvnors",Caucasian,19,,Play,0
2011-2012,"One Man, Two Guvnors",Latino,1,,Play,0
2011-2012,"One Man, Two Guvnors",Other,0,,Play,0
2011-2012,Other Desert Cities,African American,0,,Play,0
2011-2012,Other Desert Cities,Asian American,0,,Play,0
2011-2012,Other Desert Cities,Caucasian,15,,Play,0
2011-2012,Other Desert Cities,Latino,0,,Play,0
2011-2012,Other Desert Cities,Other,0,,Play,0
2011-2012,Peter and the Starcatcher,African American,1,,Play,0
2011-2012,Peter and the Starcatcher,Asian American,1,,Play,0
2011-2012,Peter and the Starcatcher,Caucasian,14,,Play,0
2011-2012,Peter and the Starcatcher,Latino,1,,Play,0
2011-2012,Peter and the Starcatcher,Other,0,,Play,0
2011-2012,Priscilla Queen of the Desert,African American,1,,Musical,0
2011-2012,Priscilla Queen of the Desert,Asian American,0,,Musical,0
2011-2012,Priscilla Queen of the Desert,Caucasian,9,,Musical,0
2011-2012,Priscilla Queen of the Desert,Latino,0,,Musical,0
2011-2012,Priscilla Queen of the Desert,Other,0,,Musical,0
2011-2012,Private Lives,African American,0,,Play,0
2011-2012,Private Lives,Asian American,0,,Play,0
2011-2012,Private Lives,Caucasian,7,,Play,0
2011-2012,Private Lives,Latino,0,,Play,0
2011-2012,Private Lives,Other,0,,Play,0
2011-2012,Relatively Speaking,African American,0,,Play,0
2011-2012,Relatively Speaking,Asian American,0,,Play,0
2011-2012,Relatively Speaking,Caucasian,11,,Play,0
2011-2012,Relatively Speaking,Latino,0,,Play,0
2011-2012,Relatively Speaking,Other,0,,Play,0
2011-2012,Seminar,African American,0,,Play,0
2011-2012,Seminar,Asian American,1,,Play,0
2011-2012,Seminar,Caucasian,9,,Play,0
2011-2012,Seminar,Latino,1,,Play,0
2011-2012,Seminar,Other,0,,Play,0
2011-2012,Shatner's World: We Just Live in It,African American,0,,Play,0
2011-2012,Shatner's World: We Just Live in It,Asian American,0,,Play,0
2011-2012,Shatner's World: We Just Live in It,Caucasian,1,,Play,0
2011-2012,Shatner's World: We Just Live in It,Latino,0,,Play,0
2011-2012,Shatner's World: We Just Live in It,Other,0,,Play,0
2011-2012,Sister Act,African American,5,,Musical,0
2011-2012,Sister Act,Asian American,0,,Musical,0
2011-2012,Sister Act,Caucasian,6,,Musical,0
2011-2012,Sister Act,Latino,0,,Musical,0
2011-2012,Sister Act,Other,0,,Musical,0
2011-2012,Spider-Man: Turn Off The Dark,African American,10,,Musical,0
2011-2012,Spider-Man: Turn Off The Dark,Asian American,5,,Musical,0
2011-2012,Spider-Man: Turn Off The Dark,Caucasian,47,,Musical,0
2011-2012,Spider-Man: Turn Off The Dark,Latino,0,,Musical,0
2011-2012,Spider-Man: Turn Off The Dark,Other,0,,Musical,0
2011-2012,Stick Fly,African American,8,,Play,0
2011-2012,Stick Fly,Asian American,0,,Play,0
2011-2012,Stick Fly,Caucasian,2,,Play,0
2011-2012,Stick Fly,Latino,0,,Play,0
2011-2012,Stick Fly,Other,0,,Play,0
2011-2012,The Book of Mormon,African American,6,,Musical,0
2011-2012,The Book of Mormon,Asian American,0,,Musical,0
2011-2012,The Book of Mormon,Caucasian,3,,Musical,0
2011-2012,The Book of Mormon,Latino,0,,Musical,0
2011-2012,The Book of Mormon,Other,0,,Musical,0
2011-2012,The Columnist,African American,0,,Play,0
2011-2012,The Columnist,Asian American,0,,Play,0
2011-2012,The Columnist,Caucasian,12,,Play,0
2011-2012,The Columnist,Latino,0,,Play,0
2011-2012,The Columnist,Other,0,,Play,0
2011-2012,The Gershwin's Porgy and Bess,African American,25,,Musical,0
2011-2012,The Gershwin's Porgy and Bess,Asian American,0,,Musical,0
2011-2012,The Gershwin's Porgy and Bess,Caucasian,2,,Musical,0
2011-2012,The Gershwin's Porgy and Bess,Latino,0,,Musical,0
2011-2012,The Gershwin's Porgy and Bess,Other,0,,Musical,0
2011-2012,The Lyons,African American,1,,Play,0
2011-2012,The Lyons,Asian American,0,,Play,0
2011-2012,The Lyons,Caucasian,10,,Play,0
2011-2012,The Lyons,Latino,0,,Play,0
2011-2012,The Lyons,Other,0,,Play,0
2011-2012,The Mountaintop,African American,4,,Play,0
2011-2012,The Mountaintop,Asian American,0,,Play,0
2011-2012,The Mountaintop,Caucasian,0,,Play,0
2011-2012,The Mountaintop,Latino,0,,Play,0
2011-2012,The Mountaintop,Other,0,,Play,0
2011-2012,The Road to Mecca,African American,0,,Play,0
2011-2012,The Road to Mecca,Asian American,0,,Play,0
2011-2012,The Road to Mecca,Caucasian,6,,Play,0
2011-2012,The Road to Mecca,Latino,0,,Play,0
2011-2012,The Road to Mecca,Other,0,,Play,0
2011-2012,Venus In Fur,African American,0,,Play,0
2011-2012,Venus In Fur,Asian American,0,,Play,0
2011-2012,Venus In Fur,Caucasian,5,,Play,0
2011-2012,Venus In Fur,Latino,0,,Play,0
2011-2012,Venus In Fur,Other,0,,Play,0
2011-2012,War Horse,African American,0,,Musical,0
2011-2012,War Horse,Asian American,1,,Musical,0
2011-2012,War Horse,Caucasian,20,,Musical,0
2011-2012,War Horse,Latino,0,,Musical,0
2011-2012,War Horse,Other,0,,Musical,0
2011-2012,Wit,African American,2,,Play,0
2011-2012,Wit,Asian American,1,,Play,0
2011-2012,Wit,Caucasian,8,,Play,0
2011-2012,Wit,Latino,1,,Play,0
2011-2012,Wit,Other,0,,Play,0
